album,artist,date,genre,name,score,tags,url
At Least For Now,Benjamin Clementine,2016-01-11T11:00:27-0500,chamber pop,Benjamin Clementine - At Least For Now,7,benjamin clementine | at least for now | album | 2016 | barclay | singer-songwriter | chamber pop | vocal jazz | soul | uk | other | 7/10 | review,https://www.theneedledrop.com/articles/2016/1/benjamin-clementine-at-least-for-now
The Things We Do to Find People Who Feel Like Us,Beach Slang,2015-12-16T11:10:50-0500,rock,Beach Slang - The Things We Do to Find People Who Feel Like Us,7,beach slang | the things we do to find people who feel like us | album | 2015 | polyvinyl | rock | indie pop | shoegaze | 7/10 | review,https://www.theneedledrop.com/articles/2015/12/beach-slang-the-things-we-do-to-find-people-who-feel-like-us
Stretch Music,Christian Scott aTunde Adjuah,2015-12-17T19:09:37-0500,other,Christian Scott aTunde Adjuah - Stretch Music,7,christian scott | stretch music | album | 2015 | ropeadope | elena pinderhughes | jazz | post-bop | other | 7/10 | review,https://www.theneedledrop.com/articles/2015/12/christian-scott-atunde-adjuah-stretch-music
Ardipithecus,Willow Smith,2015-12-18T10:35:05-0500,pop,Willow Smith - Ardipithecus,3,willow smith | ardipithecus | album | 2015 | roc nation | pop | alternative r&b | 3/10,https://www.theneedledrop.com/articles/2015/12/willow-smith-ardipithecus
Purple,Baroness,2015-12-19T12:57:28-0500,loud rock,Baroness - Purple,8,baroness | purple | album | 2015 | abraxan hymns | loud rock | sludge metal | progressive | stoner rock | 8/10 | review,https://www.theneedledrop.com/articles/2015/12/baroness-purple
King Push – Darkest Before Dawn: The Prelude,Pusha T,2015-12-19T13:05:34-0500,hip hop,Pusha T - King Push – Darkest Before Dawn: The Prelude,7,pusha t | king push | darkest before dawn | prelude | 2015 | album | good music | hip hop | rap | 7/10 | review,https://www.theneedledrop.com/articles/2015/12/pusha-t-king-push-darkest-before-dawn-the-prelude
A New Place 2 Drown,Archy Marshall,2015-12-14T14:22:51-0500,hip hop,Archy Marshall - A New Place 2 Drown,4,archy marshall | king krule | a new place 2 drown | album | 2015 | true panther | rap | hip hop | downtempo | alternative r&b | 4/10 | review,https://www.theneedledrop.com/articles/2015/12/archy-marshall-a-new-place-2-drown
Speedin' Bullet 2 Heaven,Kid Cudi,2015-12-05T12:36:36-0500,rock,Kid Cudi - Speedin' Bullet 2 Heaven,0,kid cudi | speedin' bullet to heaven | album | 2015 | republic | rock | grunge-hop | 0/10 | review,https://www.theneedledrop.com/articles/2015/12/kid-cudi-speedin-bullet-to-heaven
Lil Me,Wiki,2015-12-15T13:26:06-0500,hip hop,Wiki - Lil Me,7,wiki | lil me | ratking | mixtape | 2015 | self-released | rap | hip hop | east coast | 7/10 | review,https://www.theneedledrop.com/articles/2015/12/wiki-lil-me
Product,Sophie,2015-12-07T15:20:07-0500,electronic,Sophie - Product,8,sophie | product | compilation | 2015 | pc music | electronic | uk | bubblegum bass | trap | noise | electropop | 8/10 | review,https://www.theneedledrop.com/articles/2015/12/sophie-product
But You Caint Use My Phone,Erykah Badu,2015-12-09T10:20:28-0500,pop,Erykah Badu - But You Caint Use My Phone,6,erykah badu | but you caint use my phone | mixtape | 2015 | motown | pop | soul | contemporary r&b | pop rap | neo-soul | 6/10 | review,https://www.theneedledrop.com/articles/2015/12/erykah-badu-but-you-caint-use-my-phone
A Head Full of Dreams,Coldplay,2015-12-10T11:13:45-0500,pop,Coldplay - A Head Full of Dreams,5,coldplay | head full of dreams | album | 2015 | parlophone | pop | piano rock | 5/10 | review,https://www.theneedledrop.com/articles/2015/12/coldplay-a-head-full-of-dreams
Time and Materials,Cavanaugh,2015-12-11T12:14:41-0500,hip hop,Cavanaugh - Time and Materials,6,cavanaugh | open mike eagle | serengeti | time and materials | album | 2015 | mello music group | rap | hip hop | 6/10 | review,https://www.theneedledrop.com/articles/2015/12/cavanaugh-time-and-materials
Eazy,G,2015-12-11T19:23:10-0500,hip hop,G-Eazy - When It's Dark Out,4,g-eazy | when it's dark out | album | 2015 | rca | rap | hip hop | 4/10 | review,https://www.theneedledrop.com/articles/2015/12/g-eazy-when-its-dark-out
Shadow of a Doubt,Freddie Gibbs,2015-11-24T09:56:46-0500,hip hop,Freddie Gibbs - Shadow of a Doubt,7,freddie gibbs | shadow of a doubt | album | 2015 | esgn | hip hop | rap | trap | cloud rap | hardcore hip hop | 7/10 | review,https://www.theneedledrop.com/articles/2015/11/freddie-gibbs-shadow-of-a-doubt
Mutant,Arca,2015-11-25T10:37:56-0500,electronic,Arca - Mutant,6,arca | mutant | album | 2015 | mute | electronic | abstract | progressive | idm | glitch | 6/10 | review,https://www.theneedledrop.com/articles/2015/11/arca-mutant
Flockaveli 1.5,Waka Flocka Flame,2015-11-29T20:34:24-0500,hip hop,Waka Flocka Flame - Flockaveli 1.5,7,waka flocka flame | flockaveli 1.5 | mixtape | 2015 | hip hop | rap | southern | trap | 7/10 | review,https://www.theneedledrop.com/articles/2015/11/waka-flocka-flame-flockaveli-15-1
Kannon,Sunn O))),2015-12-02T11:52:15-0500,loud rock,Sunn O))) - Kannon,6,sunn o))) | kannon | album | 2015 | southern lord | loud rock | drone | metal | doom | 6/10 | review,https://www.theneedledrop.com/articles/2015/12/sunn-o-kannon
Purpose,Justin Bieber,2015-11-18T09:40:48-0500,pop,Justin Bieber - Purpose,5,justin bieber | purpose | album | 2015 | def jam | pop | contemporary r&b | 5/10 | review,https://www.theneedledrop.com/articles/2015/11/justin-bieber-purpose
The Miraculous,Anna von Hausswolff,2015-11-19T13:21:31-0500,experimental rock,Anna von Hausswolff - The Miraculous,6,anna von hausswolff | the miraculous | album | 2015 | pomperipossa | sweden | singer-songwriter | experimental rock | drone | other | 6/10 | review,https://www.theneedledrop.com/articles/2015/11/anna-von-hausswolff-the-miraculous
Paper Mâché Dream Balloon,King Gizzard & the Lizard Wizard,2015-11-20T15:34:50-0500,rock,King Gizzard & the Lizard Wizard - Paper Mâché Dream Balloon,7,king gizzard & the lizard wizard | paper mache dream balloon | album | 2015 | australia | heavenly | rock | psychedelic | psych pop | psych folk | 7/10 | review,https://www.theneedledrop.com/articles/2015/11/king-gizzard-the-lizard-wizard-paper-mch-dream-balloon
Free TC,Ty Dolla $ign,2015-11-22T15:18:34-0500,hip hop,Ty Dolla $ign - Free TC,6,ty dolla $ign | free tc | album | 2015 | atlantic | hip hop | pop rap | contemporary r&b | trap | 6/10 | review,https://www.theneedledrop.com/articles/2015/11/ty-dolla-ign-free-tc
25,Adele,2015-11-23T08:51:26-0500,pop,Adele - 25,7,adele | 25 | album | 2015 | xl | pop | soul | singer-songwriter | 7/10 | review,https://www.theneedledrop.com/articles/2015/11/adele-25
Behold.Total.Rejection,Revenge,2015-11-16T16:56:49-0500,loud rock,Revenge - Behold.Total.Rejection,6,revenge | behold.total.rejection | album | 2015 | season of mist | loud rock | grindcore | death metal | war | 6/10 | review,https://www.theneedledrop.com/articles/2015/11/revenge-beholdtotalrejection-1
The Incredible True Story,Logic,2015-11-17T15:16:08-0500,hip hop,Logic - The Incredible True Story,6,logic | the incredible true story | album | 2015 | def jam | rap | hip hop | east coast | 6/10 | review,https://www.theneedledrop.com/articles/2015/11/logic-the-incredible-true-story
Haha,The Garden,2015-11-16T16:50:57-0500,rock,The Garden - Haha,5,the garden | haha | album | 2015 | epitaph | rock | post-punk | 5/10 | review,https://www.theneedledrop.com/articles/2015/11/the-garden-haha
Bad Neighbor,M.E.D. Blu and Madlib,2015-11-04T09:23:58-0500,hip hop,M.E.D. Blu and Madlib - Bad Neighbor,4,med | blu | madlib | bad neighbor | album | 2015 | bang ya head | rap | hip hop | west coast | lo-fi | 4/10 | review,https://www.theneedledrop.com/articles/2015/11/med-blu-and-madlib-bad-neighbor
Autumn Eternal,Panopticon,2015-11-05T12:30:49-0500,loud rock,Panopticon - Autumn Eternal,8,panopticon | autumn eternal | album | 2015 | bindrune | loud rock | black metal | folk | 8/10 | review,https://www.theneedledrop.com/articles/2015/11/panopticon-autumn-eternal
Teens of Style,Car Seat Headrest,2015-11-07T08:39:51-0500,rock,Car Seat Headrest - Teens of Style,7,car seat headrest | teens of style | album | 2015 | matador | rock | lo-fi | singer-songwriter | indie | 7/10 | review,https://www.theneedledrop.com/articles/2015/11/car-seat-headrest-teens-of-style
Art Angels,Grimes,2015-11-09T15:30:54-0500,pop,Grimes - Art Angels,7,grimes | art angels | album | 2015 | 4ad | pop | alternative dance | electropop | 7/10 | review,https://www.theneedledrop.com/articles/2015/11/grimes-art-angels
Exhausting Fire,Kylesa,2015-11-11T10:39:40-0500,loud rock,Kylesa - Exhausting Fire,7,kylesa | exhausting fire | album | 2015 | season of mist | loud rock | stoner metal | sludge | heavy psych | 7/10 | review,https://www.theneedledrop.com/articles/2015/11/kylesa-exhausting-fire
Garden of Delete,Oneohtrix Point Never,2015-11-11T17:22:56-0500,electronic,Oneohtrix Point Never - Garden of Delete,8,oneohtrix point never | garden of delete | 2015 | album | warp | electronic | abstract | glitch | industrial | plunderphonics | 8/10 | review,https://www.theneedledrop.com/articles/2015/11/oneohtrix-point-never-garden-of-delete
Thumbs,Busdriver,2015-11-12T19:53:11-0500,hip hop,Busdriver - Thumbs,6,busdriver | thumbs | album | mixtape | 2015 | hip hop | rap | abstract hip hop | 6/10 | review,https://www.theneedledrop.com/articles/2015/11/busdriver-thumbs
"And After That, We Didn't Talk",Goldlink,2015-11-13T14:57:12-0500,hip hop,"Goldlink - And After That, We Didn't Talk",2,goldlink | and after that we didn't talk | 2015 | album | soulection | hip hop | rap | hip house | contemporary r&b | 2/10 | review,https://www.theneedledrop.com/articles/2015/11/goldlink-and-after-that-we-didnt-talk
Chinese Nü Yr,Iglooghost,2015-11-03T12:22:01-0500,electronic,Iglooghost - Chinese Nü Yr,8,iglooghost | chinese nu yr | ep | 2015 | brainfeeder | electronic | wonky | bubblegum bass | 8/10 | review,https://www.theneedledrop.com/articles/2015/11/iglooghost-chinese-n-yr
Late Knight Special,Kirk Knight,2015-11-02T09:22:55-0500,hip hop,Kirk Knight - Late Knight Special,5,kirk knight | late knight special | album | 2015 | pro era | cinematic music group | rap | hip hop | east coast | 5/10 | review,https://www.theneedledrop.com/articles/2015/11/kirk-knight-late-knight-special
Dealer,Foxing,2015-11-02T09:29:35-0500,rock,Foxing - Dealer,3,foxing | dealer | album | 2015 | triple crown | rock | emo | post-rock | 3/10 | review,https://www.theneedledrop.com/articles/2015/11/foxing-dealer
Divers,Joanna Newsom,2015-10-27T12:31:36-0400,pop,Joanna Newsom - Divers,8,joanna newsom | divers | album | 2015 | drag city | singer-songwriter | contemporary folk | pop | progressive | 8/10 | review,https://www.theneedledrop.com/articles/2015/10/joanna-newsom-divers
General Admission,Machine Gun Kelly,2015-10-28T13:50:14-0400,hip hop,Machine Gun Kelly - General Admission,3,machine gun kelly | general admission | album | 2015 | bad boy | rap | hip hop | 3/10 | review,https://www.theneedledrop.com/articles/2015/10/machine-gun-kelly-general-admission
The Agent Intellect,Protomartyr,2015-10-30T07:19:10-0400,rock,Protomartyr - The Agent Intellect,7,protomartyr | agent intellect | album | 2015 | hardly art | rock | post-punk | 7/10 | review,https://www.theneedledrop.com/articles/2015/10/protomartyr-the-agent-intellect
Disharmony,Twitching Tongues,2015-10-30T18:20:26-0400,loud rock,Twitching Tongues - Disharmony,3,twitching tongues | disharmony | album | 2015 | metal blade | loud rock | metalcore | myke c-town | 3/10 | review,https://www.theneedledrop.com/articles/2015/10/twitching-tongues-disharmony
The Documentary 2.5,The Game,2015-10-26T11:11:22-0400,hip hop,The Game - The Documentary 2.5,8,the game | documentary 2.5 | album | 2015 | blood money | entertainment one | hip hop | rap | west coast | g-funk | 8/10 | review,https://www.theneedledrop.com/articles/2015/10/the-game-the-documentary-25
Harmlessness,The World Is a Beautiful Place & I Am No Longer Afraid to Die,2015-10-18T14:34:50-0400,rock,The World Is a Beautiful Place & I Am No Longer Afraid to Die - Harmlessness,7,twiabp | harmlessness | album | 2015 | epitaph | rock | emo | post-rock | pop punk | 7/10 | review,https://www.theneedledrop.com/articles/2015/10/the-world-is-a-beautiful-place-i-am-no-longer-afraid-to-die-harmlessness
It's Better This Way,Big K.R.I.T.,2015-10-23T23:20:17-0400,hip hop,Big K.R.I.T. - It's Better This Way,5,big krit | it's better this way | mixtape | 2015 | dj drama | rap | hip hop | 5/10 | review,https://www.theneedledrop.com/articles/2015/10/big-krit-its-better-this-way
VEGA INTL. Night School,Neon Indian,2015-10-20T12:25:55-0400,mom + pop,Neon Indian - VEGA INTL. Night School,7,neon indian | vega intl night school | album | 2015 | mom + pop | pop | synth funk | synthpop | 7/10 | review,https://www.theneedledrop.com/articles/2015/10/neon-indian-vega-intl-night-school
Thank Your Lucky Stars,Beach House,2015-10-21T12:13:05-0400,sub pop,Beach House - Thank Your Lucky Stars,5,beach house | thank your lucky stars | album | 2015 | sub pop | pop | dream pop | 5/10 | review,https://www.theneedledrop.com/articles/2015/10/beach-house-thank-your-lucky-stars
All We Need,Raury,2015-10-24T22:47:03-0400,hip hop,Raury - All We Need,5,raury | all we need | album | 2015 | sony | singer-songwriter | hip hop | contemporary folk | 5/10 | review,https://www.theneedledrop.com/articles/2015/10/raury-all-we-need
B'lieve I'm Goin Down...,Kurt Vile,2015-10-06T12:22:34-0400,rock,Kurt Vile - B'lieve I'm Goin Down...,6,kurt vile | b'lieve i'm goin down | album | 2015 | matador | singer-songwriter | folk | rock | 6/10 | review,https://www.theneedledrop.com/articles/2015/10/kurt-vile-blieve-im-goin-down
V,Wavves,2015-10-07T10:53:23-0400,rock,Wavves - V,4,wavves | v | album | 2015 | warner bros | rock | indie | surf punk | power pop | 4/10 | review,https://www.theneedledrop.com/articles/2015/10/wavves-v
Caracal,Disclosure,2015-10-08T20:08:17-0400,electronic,Disclosure - Caracal,6,disclosure | caracal | album | 2015 | island | electronic | house | uk bass | contemporary r&b | review | 6/10,https://www.theneedledrop.com/articles/2015/10/disclosure-caracal
Self Portrait,Loma Prieta,2015-10-09T11:51:39-0400,rock,Loma Prieta - Self Portrait,7,loma prieta | screamo | post-hardcore | rock | loud rock | deathwish | 2015 | self portrait | 7/10 | review,https://www.theneedledrop.com/articles/2015/10/loma-prieta-self-portrait-1
The Documentary 2,The Game,2015-10-10T16:22:58-0400,hip hop,The Game - The Documentary 2,6,the game | documentary 2 | album | 2015 | blood money | entertainment one | rap | hip hop | gangsta | west coast | luke james | 6/10 | review,https://www.theneedledrop.com/articles/2015/10/the-game-the-documentary-2
Beach Music,Alex G,2015-10-14T11:24:56-0400,rock,Alex G - Beach Music,6,alex g | beach music | album | 2015 | domino | singer-songwriter | rock | lo-fi indie | 6/10 | review,https://www.theneedledrop.com/articles/2015/10/alex-g-beach-music
Music Complete,New Order,2015-10-15T10:56:27-0400,pop,New Order - Music Complete,6,new order | music complete | album | 2015 | mute | pop | new wave | synthpop | 6/10 | review,https://www.theneedledrop.com/articles/2015/10/new-order-music-complete
Every Open Eye,CHVRCHES,2015-10-16T14:20:40-0400,pop,CHVRCHES - Every Open Eye,5,chvrches | every open eye | album | 2015 | glassnote | pop | synthpop | 5/10 | review,https://www.theneedledrop.com/articles/2015/10/chvrches-every-open-eye
Self,Fetty Wap,2015-10-05T11:28:38-0400,hip hop,Fetty Wap - Self-Titled,5,fetty wap | self-titled | album | 2015 | 300 entertainment | hip hop | rap | trap | 5/10 | review,https://www.theneedledrop.com/articles/2015/10/fetty-wap-self-titled
Have You in My Wilderness,Julia Holter,2015-09-28T21:50:37-0400,pop,Julia Holter - Have You in My Wilderness,9,julia holter | have you in my wilderness | album | 2015 | domino | pop | dream | baroque | 9/10 | review,https://www.theneedledrop.com/articles/2015/9/julia-holter-have-you-in-my-wilderness
Sun Coming Down,Ought,2015-09-25T09:45:56-0400,rock,Ought - Sun Coming Down,8,ought | sun coming down | album | 2015 | constellation | rock | post-punk | 8/10 | review,https://www.theneedledrop.com/articles/2015/9/ought-sun-coming-down
so the flies don't come,milo,2015-09-30T14:19:32-0400,hip hop,milo - so the flies don't come,8,milo | so the flies don't come | album | 2015 | ruby yacht | hip hop | rap | abstract | 8/10 | review,https://www.theneedledrop.com/articles/2015/9/milo-so-the-flies-dont-come-1
Back on Top,The Front Bottoms,2015-09-29T13:52:39-0400,rock,The Front Bottoms - Back on Top,6,front bottoms | back on top | album | 2015 | fueled by ramen | rock | pop punk | emo | 6/10 | review,https://www.theneedledrop.com/articles/2015/9/the-front-bottoms-back-on-top
New Bermuda,Deafheaven,2015-10-01T19:07:59-0400,loud rock,Deafheaven - New Bermuda,6,deafheaven | new bermuda | album | 2015 | anti | loud rock | black metal | atmospheric | post-rock | blackgaze | 6/10 | review,https://www.theneedledrop.com/articles/2015/10/deafheaven-new-bermuda
Slaves Beyond Death,Black Breath,2015-10-04T12:46:40-0400,loud rock,Black Breath - Slaves Beyond Death,6,black breath | slaves beyond death | album | 2015 | southern lord | loud rock | thrash metal | death 'n' roll | 6/10 | review,https://www.theneedledrop.com/articles/2015/10/black-breath-slaves-beyond-death
90059,Jay Rock,2015-09-15T20:11:52-0400,jay rock,Jay Rock - 90059,6,jay rock | 90059 | album | 2015 | top dawg entertainment | hip hop | rap | 6/10 | review,https://www.theneedledrop.com/articles/2015/9/jay-rock-90059
Sonic Ranch,Whitey Morgan and the 78's,2015-09-16T13:43:14-0400,other,Whitey Morgan and the 78's - Sonic Ranch,7,whitey morgan | 78's | sonic ranch | album | 2015 | self-released | country | outlaw | singer-songwriter | other | 7/10 | review,https://www.theneedledrop.com/articles/2015/9/whitey-morgan-and-the-78s-sonic-ranch
Anthems for Doomed Youth,The Libertines,2015-09-17T12:38:24-0400,rock,The Libertines - Anthems for Doomed Youth,6,libertines | anthems for doomed youth | album | 2015 | virgin emi | uk | rock | indie | garage rock | daily guru | 6/10 | review,https://www.theneedledrop.com/articles/2015/9/the-libertines-anthems-for-doomed-youth
La Di Da Di,Battles,2015-09-18T14:49:28-0400,rock,Battles - La Di Da Di,6,battles | la di da di | album | 2015 | warp | rock | instrumental | experimental | math rock | 6/10 | review,https://www.theneedledrop.com/articles/2015/9/battles-la-di-da-di
Evermore: The Art of Duality,The Underachievers,2015-09-21T18:45:26-0400,hip hop,The Underachievers - Evermore: The Art of Duality,8,underachievers | evermore | art of duality | album | 2015 | rpm msc | hip hop | rap | east coast | conscious | 8/10 | review,https://www.theneedledrop.com/articles/2015/9/the-underachievers-evermore-the-art-of-duality
GO:OD AM,Mac Miller,2015-09-22T13:22:05-0400,hip hop,Mac Miller - GO:OD AM,7,mac miller | go:od am | album | 2015 | warner bros | rap | hip hop | 7/10 | review,https://www.theneedledrop.com/articles/2015/9/mac-miller-good-am
Honeymoon,Lana Del Rey,2015-09-23T10:35:02-0400,pop,Lana Del Rey - Honeymoon,5,lana del rey | honeymoon | album | 2015 | polydor | pop | 5/10 | review,https://www.theneedledrop.com/articles/2015/9/lana-del-rey-honeymoon
What a Time to Be Alive,Drake & Future,2015-09-24T19:44:55-0400,hip hop,Drake & Future - What a Time to Be Alive,6,drake | future | what a time to be alive | mixtape | 2015 | cash money | rap | hip hop | trap | collaboration | 6/10 | review,https://www.theneedledrop.com/articles/2015/9/drake-future-what-a-time-to-be-alive
M,Myrkur,2015-09-15T13:20:30-0400,loud rock,Myrkur - M,6,myrkur | m | album | 2015 | relapse | loud rock | black metal | 6/10 | review,https://www.theneedledrop.com/articles/2015/9/myrkur-m
What Went Down,Foals,2015-09-03T19:22:14-0400,rock,Foals - What Went Down,5,foals | what went down | album | 2015 | warner | uk | rock | post-punk | indie pop | 5/10 | review,https://www.theneedledrop.com/articles/2015/9/foals-what-went-down
Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-09-04T11:36:44-0400,pop,Miley Cyrus - Miley Cyrus & Her Dead Petz,1,miley cyrus | flaming lips | mike will made it | dead petz | album | 2015 | self-released | pop | neo-psychedelia | 1/10 | review,https://www.theneedledrop.com/articles/2015/9/miley-cyrus-miley-cyrus-her-dead-petz
Rodeo,Travis Scott,2015-09-07T11:34:52-0400,hip hop,Travis Scott - Rodeo,8,travis scott | rodeo | album | 2015 | grand hustle | hip hop | rap | trap | southern | 8/10 | review,https://www.theneedledrop.com/articles/2015/9/travis-scott-rodeo
Funk,Dâm,2015-09-08T12:35:42-0400,pop,Dâm-Funk - Invite the Light,7,dam-funk | invite the light | album | 2015 | stones throw | pop | synth funk | contemporary r&b | wonky | 7/10 | review,https://www.theneedledrop.com/articles/2015/9/dm-funk-invite-the-light
The Book of Souls,Iron Maiden,2015-09-09T12:31:22-0400,loud rock,Iron Maiden - The Book of Souls,6,iron maiden | book of souls | album | 2015 | bmg | loud rock | heavy metal | 6/10 | review,https://www.theneedledrop.com/articles/2015/9/iron-maiden-the-book-of-souls
No Closer to Heaven,The Wonder Years,2015-09-10T18:57:41-0400,rock,The Wonder Years - No Closer to Heaven,5,wonder years | no closer to heaven | album | 2015 | hopeless | rock | emo | pop punk | 5/10 | review,https://www.theneedledrop.com/articles/2015/9/the-wonder-years-no-closer-to-heaven
Too,FIDLAR,2015-09-11T14:36:01-0400,mom + pop,FIDLAR - Too,4,fidlar | too | album | 2015 | mom + pop | rock | garage punk | 4/10 | review,https://www.theneedledrop.com/articles/2015/9/fidlar-too
Beauty Behind the Madness,The Weeknd,2015-08-26T13:49:06-0400,pop,The Weeknd - Beauty Behind the Madness,5,the weeknd | beauty behind the madness | album | 2015 | xo | republic | pop | contemporary r&b | 5/10 | review,https://www.theneedledrop.com/articles/2015/8/the-weeknd-beauty-behind-the-madness
The Expanding Flower Planet,Deradoorian,2015-09-01T17:06:22-0400,pop,Deradoorian - The Expanding Flower Planet,6,deradoorian | expanding flower planet | album | 2015 | anticon | pop | neo-psychedelia | freak folk | spectrum pulse | 6/10 | review,https://www.theneedledrop.com/articles/2015/9/deradoorian-the-expanding-flower-planet
Ygg Huur,Krallice,2015-09-03T19:13:58-0400,loud rock,Krallice - Ygg Huur,6,krallice | ygg huur | album | 2015 | self-released | loud rock | black metal | atmospheric | progressive | 6/10 | review,https://www.theneedledrop.com/articles/2015/9/krallice-ygg-huur
Kunk,Dope Body,2015-08-26T10:53:57-0400,rock,Dope Body - Kunk,7,dope body | kunk | album | 2015 | drag city | baltimore | rock | post-hardcore | noise rock | free improvisation | 7/10 | review,https://www.theneedledrop.com/articles/2015/8/dope-body-kunk
Depression Cherry,Beach House,2015-08-21T13:10:45-0400,sub pop,Beach House - Depression Cherry,6,beach house | depression cherry | album | 2015 | sub pop | pop | dream | shoegaze | 6/10 | review,https://www.theneedledrop.com/articles/2015/8/beach-house-depression-cherry
Compton: A Soundtrack,Dr. Dre,2015-08-11T11:48:32-0400,hip hop,Dr. Dre - Compton: A Soundtrack,7,dr. dre | compton | a soundtrack | album | 2015 | aftermath | interscope | hip hop | rap | west coast | 7/10 | review,https://www.theneedledrop.com/articles/2015/8/dr-dre-compton-a-soundtrack
Emotion,Carly Rae Jepsen,2015-08-24T18:09:37-0400,pop,Carly Rae Jepsen - Emotion,7,carly rae jepsen | emotion | album | 2015 | interscope | pop | dance | synth | 7/10 | review,https://www.theneedledrop.com/articles/2015/8/carly-rae-jepsen-emotion
Holographic Violence,Grave Babies,2015-08-11T23:06:03-0400,rock,Grave Babies - Holographic Violence,6,grave babies | holographic violence | album | 2015 | hardly art | rock | post-punk | gothic | alternative metal | 6/10 | review,https://www.theneedledrop.com/articles/2015/8/grave-babies-holographic-violence
The Anthropocene Extinction,Cattle Decapitation,2015-08-13T12:16:08-0400,loud rock,Cattle Decapitation - The Anthropocene Extinction,8,cattle decapitation | anthropocene extinction | album | 2015 | metal blade | loud rock | deathgrind | 8/10 | review,https://www.theneedledrop.com/articles/2015/8/cattle-decapitation-the-anthropocene-extinction
M3LL155X,FKA twigs,2015-08-14T12:13:01-0400,pop,FKA twigs - M3LL155X,9,fka twigs | ep | 2015 | young turks | uk | pop | contemporary r&b | art | m3ll155x | 9/10 | review,https://www.theneedledrop.com/articles/2015/8/fka-twigs-m3ll155x-ep-1
Death Magic,Health,2015-08-17T11:15:03-0400,electronic,Health - Death Magic,5,health | death magic | album | 2015 | loma vista | electronic | noise pop | dance | synth punk | 5/10 | review,https://www.theneedledrop.com/articles/2015/8/health-death-magic
Wave[s],Mick Jenkins,2015-08-17T15:27:19-0400,hip hop,Mick Jenkins - Wave[s],6,mick jenkins | wave[s] | ep | 2015 | cinematic music group | hip hop | rap | 6/10 | review,https://www.theneedledrop.com/articles/2015/8/mick-jenkins-waves-1
Meliora,Ghost,2015-08-19T07:33:09-0400,loud rock,Ghost - Meliora,9,ghost | meliora | album | 2015 | loma vista | loud rock | heavy metal | progressive rock | 9/10 | review,https://www.theneedledrop.com/articles/2015/8/ghost-meliora
The Most Lamentable Tragedy,Titus Andronicus,2015-07-30T13:41:02-0400,rock,Titus Andronicus - The Most Lamentable Tragedy,4,titus andronicus | the most lamentable tragedy | album | 2015 | merge | rock | punk | indie | rock opera | 4/10,https://www.theneedledrop.com/articles/2015/7/titus-andronicus-the-most-lamentable-tragedy
Another One,Mac DeMarco,2015-07-31T11:43:17-0400,another one,Mac DeMarco - Another One,7,mac demarco | another one | album | mini | artv | 2015 | captured tracks | pop | jangle | indie | 7/10,https://www.theneedledrop.com/articles/2015/7/mac-demarco-another-one
Star Wars,Wilco,2015-08-03T21:50:29-0400,rock,Wilco - Star Wars,6,wilco | star wars | album | 2015 | self-released | rock | 6/10,https://www.theneedledrop.com/articles/2015/8/wilco-star-wars
Suicide Euphoria,Pissgrave,2015-08-04T10:24:35-0400,loud rock,Pissgrave - Suicide Euphoria,7,pissgrave | suicide euphoria | album | 2015 | profound lore | loud rock | death metal | 7/10,https://www.theneedledrop.com/articles/2015/8/pissgrave-suicide-euphoria
Blood,Lianne La Havas,2015-08-05T16:21:42-0400,pop,Lianne La Havas - Blood,8,lianne la havas | blood | album | 2015 | nonesuch | pop | soul | 8/10,https://www.theneedledrop.com/articles/2015/8/lianne-la-havas-blood
Butter Fly,Lee Scott,2015-08-06T11:43:42-0400,hip hop,Lee Scott - Butter Fly,6,lee scott | butter fly | album | 2015 | high focus | uk | rap | hip hop | boom bap | 6/10,https://www.theneedledrop.com/articles/2015/8/lee-scott-butter-fly
Professional Rapper,Lil Dicky,2015-08-07T14:47:45-0400,hip hop,Lil Dicky - Professional Rapper,2,lil dicky | professional rapper | album | 2015 | david burd | rap | hip hop | novelty | 2/10,https://www.theneedledrop.com/articles/2015/8/lil-dicky-professional-rapper
Key Markets,Sleaford Mods,2015-07-29T12:13:49-0400,rock,Sleaford Mods - Key Markets,8,sleaford mods | key markets | album | 2015 | harbinger sound | post-punk | rock | minimal wave | spoken word | 8/10,https://www.theneedledrop.com/articles/2015/7/sleaford-mods-key-markets
DS2,Future,2015-07-21T10:52:50-0400,hip hop,Future - DS2,6,future | ds2 | album | dirty sprite 2 | 2015 | epic | rap | hip hop | southern | trap | 6/10,https://www.theneedledrop.com/articles/2015/7/future-ds2
Born in the Echoes,The Chemical Brothers,2015-07-21T11:18:43-0400,chemical brothers,The Chemical Brothers - Born in the Echoes,7,chemical brothers | born in the echoes | album | 2015 | virgin | emi | electronic | big beat | house | techno | dance pop | 7/10,https://www.theneedledrop.com/articles/2015/7/the-chemical-brothers-born-in-the-echoes
"Fingers, Bank Pads & Shoeprints",RP Boo,2015-07-23T08:00:25-0400,electronic,"RP Boo - Fingers, Bank Pads & Shoeprints",7,rp boo | fingers bank pads and shoe prints | album | 2015 | planet mu | electronic | juke | footwork | 7/10,https://www.theneedledrop.com/articles/2015/7/rp-boo-fingers-bank-pads-shoeprints
